cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm_dom_ctss	tss.num	shape.index	nCTSSs	nTSSs
279	chr2L	9538940	9538941	+	1	9538941	5.39203933188174	5.39203933188174	279	2	1	14
280	chr2L	9615849	9615859	+	3	9615859	14.2309762389835	11.5207230274671	280	0.961588417356915	4	38
281	chr2L	9615980	9615990	+	2	9615990	6.17479698542065	3.85641860974955	281	1.04556599707504	2	16
282	chr2L	9655987	9655988	+	1	9655988	7.69240752725689	7.69240752725689	282	2	1	20
283	chr2L	9700353	9700363	+	2	9700354	14.2216319188211	11.90325354315	283	1.36054286751484	2	37
284	chr2L	9700817	9700838	+	2	9700818	11.549735274382	7.30922160650763	284	0.876912417369202	3	31
285	chr2L	9700868	9700869	+	1	9700869	165.72850691093	165.72850691093	285	2	1	436
286	chr2L	9701537	9701538	+	1	9701538	15.3440638979909	15.3440638979909	286	2	1	40
287	chr2L	9759709	9759710	+	1	9759710	6.15918280477931	6.15918280477931	287	2	1	16
288	chr2L	9912902	9912918	+	2	9912918	14.2128353829112	13.0505675908449	288	1.59402296152443	2	37
289	chr2L	9918645	9918661	+	2	9918646	13.0794790002574	9.60730269598138	289	1.00288069040786	3	35
290	chr2L	9920178	9920179	+	1	9920179	9.60730269598138	9.60730269598138	290	2	1	25
291	chr2L	9957289	9957290	+	1	9957290	6.54261381066948	6.54261381066948	291	2	1	17
292	chr2L	9959043	9959055	+	2	9959055	3.09559808442614	1.93333029235985	292	1.04556599707504	2	8
293	chr2L	9967685	9967689	+	2	9967689	6.55430712394803	5.39203933188174	293	1.32770518292436	2	17
294	chr2L	9967744	9967752	+	2	9967752	7.32536962424159	5.39203933188174	294	1.16852561199027	2	19
295	chr2L	9968022	9968052	+	3	9968023	4.25823863096646	1.54798541945008	295	0.04993624356379	4	13
296	chr2L	9968403	9968413	+	2	9968404	60.3377258617513	57.2499556019156	296	1.71092054026835	2	158
297	chr2L	9968457	9968458	+	1	9968458	14.9619117069052	14.9619117069052	297	2	1	39
298	chr2L	9984641	9984646	+	2	9984642	6.17479698542065	3.85641860974955	298	1.04556599707504	2	16
299	chr2L	10005783	10005788	+	2	10005784	6.55629909962231	5.00831368017223	299	0.947059239437365	3	18
300	chr2L	10006053	10006073	+	2	10006073	2.71025321151637	1.54798541945008	300	1.01477186396575	2	7
301	chr2L	10007063	10007067	+	2	10007064	2.32453558413257	1.16226779206629	301	1	2	6
302	chr2L	10007684	10007685	+	1	10007685	21.0723943832629	21.0723943832629	302	2	1	55
303	chr2L	10057638	10057642	+	2	10057639	16.136097577848	13.4329177540685	303	1.34997757835165	2	42
304	chr2L	10058337	10058338	+	1	10058338	6.54261381066948	6.54261381066948	304	2	1	17
305	chr2L	10059840	10059841	+	1	10059841	9.22445137207965	9.22445137207965	305	2	1	24
306	chr2L	10192295	10192296	+	1	10192296	5.00831368017223	5.00831368017223	306	2	1	13
307	chr2L	10201038	10201048	+	2	10201048	29.8718603944137	27.9385301020539	307	1.6564802589926	2	78
308	chr2L	10201254	10201273	+	2	10201255	5.40635964755897	2.70317982377949	308	0.581435556800404	3	16
309	chr2L	10201356	10201357	+	1	10201357	6.54261381066948	6.54261381066948	309	2	1	17
310	chr2L	10201430	10201449	+	3	10201431	4.25823863096646	1.54798541945008	310	0.427376336104836	3	11
311	chr2L	10201592	10201602	+	2	10201602	10.3969918663434	7.30922160650763	311	0.821695651611329	3	29
312	chr2L	10201622	10201636	+	3	10201623	22.6632658938521	16.8723158102368	312	0.928653148510096	3	59
313	chr2L	10201658	10201674	+	3	10201674	16.1629895821092	8.84153898526358	313	0.72189239844683	3	42
314	chr2L	10201724	10201728	+	2	10201725	3.48131571180993	1.93333029235985	314	1.00892394016178	2	9
315	chr2L	10201761	10201774	+	2	10201774	3.86544761584577	2.70317982377949	315	1.11870910076931	2	10
316	chr2L	10201994	10201995	+	1	10201995	13.8152261124373	13.8152261124373	316	2	1	36
317	chr2L	10202091	10202112	+	4	10202092	431.460530503755	311.694251679538	317	0.912927455315775	5	1137
318	chr2L	10232522	10232523	+	1	10232523	13.0505675908449	13.0505675908449	318	2	1	34
319	chr2L	10239426	10239427	+	1	10239427	20.6907126331071	20.6907126331071	319	2	1	54
320	chr2L	10270050	10270051	+	1	10270051	620.230316300861	620.230316300861	320	2	1	1640
321	chr2L	10314824	10314825	+	1	10314825	17.6362391963443	17.6362391963443	321	2	1	46
322	chr2L	10315525	10315526	+	1	10315526	6.15918280477931	6.15918280477931	322	2	1	16
323	chr2L	10317332	10317333	+	1	10317333	5.77566002886195	5.77566002886195	323	2	1	15
324	chr2L	10323495	10323496	+	1	10323496	13.8152261124373	13.8152261124373	324	2	1	36
325	chr2L	10331500	10331501	+	1	10331501	6.54261381066948	6.54261381066948	325	2	1	17
326	chr2L	10356855	10356856	+	1	10356856	95.9891834600651	95.9891834600651	326	2	1	252
327	chr2L	10364484	10364488	+	2	10364488	10.7786999357477	8.07552011196818	327	1.18872187554087	2	28
328	chr2L	10408769	10408773	+	2	10408770	2.71025321151637	1.54798541945008	328	1.01477186396575	2	7
329	chr2L	10409438	10409439	+	1	10409439	5.00831368017223	5.00831368017223	329	2	1	13
330	chr2L	10410341	10410342	+	1	10410342	7.69240752725689	7.69240752725689	330	2	1	20
331	chr2L	10410373	10410377	+	2	10410377	45.9578671102054	27.1759795089073	331	1.02438296977879	2	120
332	chr2L	10410398	10410399	+	1	10410399	8.4585628685967	8.4585628685967	332	2	1	22
333	chr2L	10426897	10426901	+	2	10426901	73.0142857456544	46.2196122153526	333	1.05205945937982	2	191
334	chr2L	10427092	10427096	+	2	10427093	6.55889204354551	4.24051366787441	334	1.06333261812244	2	17
335	chr2L	10460093	10460106	+	2	10460106	3.48064616773738	2.3183783756711	335	0.704538155761678	3	10
336	chr2L	10462399	10462400	+	1	10462400	8.4585628685967	8.4585628685967	336	2	1	22
337	chr2L	10517336	10517337	+	1	10517337	25.269238088717	25.269238088717	337	2	1	66
338	chr2L	10517719	10517720	+	1	10517720	8.4585628685967	8.4585628685967	338	2	1	22
339	chr2L	10728972	10728973	+	1	10728973	78.5278885437046	78.5278885437046	339	2	1	206
340	chr2L	10739350	10739373	+	3	10739355	5.41343303529586	2.70317982377949	340	0.507385931982874	3	14
341	chr2L	10860483	10860484	+	1	10860484	5.39203933188174	5.39203933188174	341	2	1	14
342	chr2L	10861905	10861909	+	2	10861909	69.8143028841163	68.65203509205	342	1.87931898598648	2	183
343	chr2L	10865153	10865155	+	2	10865154	6.94418886958529	3.85641860974955	343	1.00892394016178	2	18
344	chr2L	11006354	11006359	+	2	11006355	6.94435260855204	3.47217630427602	344	1	2	18
345	chr2L	11006798	11006805	+	2	11006805	6.94418886958529	3.85641860974955	345	1.00892394016178	2	18
346	chr2L	11008182	11008185	+	2	11008183	3.48064616773738	2.3183783756711	346	1.08170416594551	2	9
347	chr2L	11011363	11011364	+	1	11011364	8.4585628685967	8.4585628685967	347	2	1	22
348	chr2L	11011971	11011972	+	1	11011972	24.124930389434	24.124930389434	348	2	1	63
349	chr2L	11106939	11106940	+	1	11106940	294.316355522667	294.316355522667	349	2	1	776
350	chr2L	11124082	11124083	+	1	11124083	10.7555138954498	10.7555138954498	350	2	1	28
351	chr2L	11125233	11125237	+	2	11125237	3.48064616773738	2.3183783756711	351	1.08170416594551	2	9
352	chr2L	11126419	11126438	+	2	11126420	3.09559808442614	1.93333029235985	352	1.04556599707504	2	8
353	chr2L	11128685	11128686	+	1	11128686	6.15918280477931	6.15918280477931	353	2	1	16
354	chr2L	11242092	11242106	+	2	11242093	2.32453558413257	1.16226779206629	354	1	2	6
355	chr2L	11258802	11258806	+	2	11258806	5.01868640181584	3.85641860974955	355	1.22065016270791	2	13
356	chr2L	11259591	11259601	+	3	11259595	5.02771540791206	2.70317982377949	356	0.542734086376613	3	13
357	chr2L	11269776	11269777	+	1	11269777	15.7261795296873	15.7261795296873	357	2	1	41
358	chr2L	11486178	11486185	+	2	11486185	19.5845775658653	15.3440638979909	358	1.24778782666585	2	51
359	chr2L	11486633	11486658	+	3	11486634	3.87252100358266	1.54798541945008	359	0.132366109028788	4	11
360	chr2L	11486796	11486797	+	1	11486797	8.07552011196818	8.07552011196818	360	2	1	21
361	chr2L	11486878	11486899	+	2	11486879	2.32453558413257	1.16226779206629	361	1	2	6
362	chr2L	11742051	11742052	+	1	11742052	8.4585628685967	8.4585628685967	362	2	1	22
363	chr2L	12056565	12056569	+	2	12056569	4.25003805190202	3.08777025983574	363	1.15464906337756	2	11
364	chr2L	12093756	12093763	+	3	12093760	322.875158112052	223.627998267345	364	0.840383081797002	4	850
365	chr2L	12093823	12093824	+	1	12093824	5.00831368017223	5.00831368017223	365	2	1	13
366	chr2L	12094324	12094325	+	1	12094325	9.22445137207965	9.22445137207965	366	2	1	24
367	chr2L	12310963	12310964	+	1	12310964	9.60730269598138	9.60730269598138	367	2	1	25
368	chr2L	12397285	12397286	+	1	12397286	5.39203933188174	5.39203933188174	368	2	1	14
369	chr2L	12428316	12428317	+	1	12428317	6.92595847127459	6.92595847127459	369	2	1	18
370	chr2L	12680827	12680828	+	1	12680828	5.00831368017223	5.00831368017223	370	2	1	13
371	chr2L	12707873	12707874	+	1	12707874	12.6681743880866	12.6681743880866	371	2	1	33
372	chr2L	12726191	12726192	+	1	12726192	19.1637099220414	19.1637099220414	372	2	1	50
373	chr2L	12729145	12729146	+	1	12729146	14.9619117069052	14.9619117069052	373	2	1	39
374	chr2L	12738234	12738238	+	2	12738235	2.71025321151637	1.54798541945008	374	1.01477186396575	2	7
375	chr2L	12744560	12744564	+	2	12744561	6.17058147223852	5.00831368017223	375	1.30378773987485	2	16
376	chr2L	12974367	12974368	+	1	12974368	6.15918280477931	6.15918280477931	376	2	1	16
377	chr2L	12976231	12976232	+	1	12976232	75.8695009646109	75.8695009646109	377	2	1	199
378	chr2L	12976435	12976436	+	1	12976436	120.263198177655	120.263198177655	378	2	1	316
379	chr2L	12976723	12976731	+	2	12976731	5.40614863550683	3.08777025983574	379	1.01477186396575	2	14
380	chr2L	12977627	12977636	+	2	12977636	2.71025321151637	1.54798541945008	380	1.01477186396575	2	7
381	chr2L	12978264	12978265	+	1	12978265	9.22445137207965	9.22445137207965	381	2	1	24
382	chr2L	12978629	12978630	+	1	12978630	6.92595847127459	6.92595847127459	382	2	1	18
383	chr2L	13169377	13169378	+	1	13169378	5.39203933188174	5.39203933188174	383	2	1	14
384	chr2L	13169473	13169491	+	2	13169474	21.5091304594416	13.0505675908449	384	0.92292107728319	3	57
385	chr2L	13177177	13177181	+	2	13177178	5.78674274479974	4.62447495273345	385	1.27807190511264	2	15
386	chr2L	13179246	13179247	+	1	13179247	113.438217496319	113.438217496319	386	2	1	298
387	chr2L	13192978	13192979	+	1	13192979	5.77566002886195	5.77566002886195	387	2	1	15
388	chr2L	13196725	13196748	+	3	13196746	10.0239295224794	6.54261381066948	388	0.544983193232553	4	27
389	chr2L	13210683	13210687	+	2	13210687	8.47756118045041	6.15918280477931	389	1.15464906337756	2	22
390	chr2L	13224270	13224278	+	2	13224271	2.32453558413257	1.16226779206629	390	1	2	6
391	chr2L	13271620	13271621	+	1	13271621	5.00831368017223	5.00831368017223	391	2	1	13
392	chr2L	13296371	13296372	+	1	13296372	6.92595847127459	6.92595847127459	392	2	1	18
393	chr2L	13297978	13297979	+	1	13297979	26.7946735303018	26.7946735303018	393	2	1	70
394	chr2L	13366457	13366458	+	1	13366458	25.269238088717	25.269238088717	394	2	1	66
395	chr2L	13369185	13369202	+	3	13369186	24.6084793752476	9.60730269598138	395	0.432668260244444	3	64
396	chr2L	13736135	13736139	+	2	13736136	14.9910238029858	11.90325354315	396	1.02245008372321	3	41
397	chr2L	13736164	13736197	+	4	13736165	21.5520596747	9.99009540998002	397	0.282289148993148	4	56
398	chr2L	13736259	13736273	+	2	13736273	5.78674274479974	4.62447495273345	398	1.27807190511264	2	15
399	chr2L	13736378	13736388	+	3	13736382	12.7003486214964	9.99009540998002	399	1.04549437075766	3	33
400	chr2L	13736689	13736699	+	2	13736699	24.9530077273327	14.197493831883	400	1.01387391536976	2	65
401	chr2L	13736749	13736750	+	1	13736750	17.2542937442294	17.2542937442294	401	2	1	45
402	chr2L	13771123	13771124	+	1	13771124	5.77566002886195	5.77566002886195	402	2	1	15
403	chr2L	13773633	13773634	+	1	13773634	5.00831368017223	5.00831368017223	403	2	1	13
404	chr2L	13773743	13773771	+	3	13773771	13.0959643513074	7.30922160650763	404	0.691509519521586	3	34
405	chr2L	13780698	13780733	+	3	13780713	8.87832493978286	3.47217630427602	405	0.434659783825933	3	23
406	chr2L	13797162	13797172	+	2	13797163	2.32453558413257	1.16226779206629	406	1	2	6
407	chr2L	13798806	13798824	+	2	13798807	2.32453558413257	1.16226779206629	407	1	2	6
408	chr2L	14092992	14092993	+	1	14092993	5.77566002886195	5.77566002886195	408	2	1	15
409	chr2L	14355153	14355157	+	2	14355154	15.3632115318874	13.8152261124373	409	1.53100440641072	2	40
410	chr2L	14355183	14355187	+	2	14355187	6.55889204354551	4.24051366787441	410	1.06333261812244	2	17
411	chr2L	14364547	14364560	+	2	14364560	2.71025321151637	1.54798541945008	411	1.01477186396575	2	7
412	chr2L	14492518	14492519	+	1	14492519	6.15918280477931	6.15918280477931	412	2	1	16
413	chr2L	14493434	14493435	+	1	14493435	10.7555138954498	10.7555138954498	413	2	1	28
414	chr2L	14877907	14877910	+	2	14877910	4.25003805190202	3.08777025983574	414	0.665320858948405	3	13
415	chr2L	15005736	15005740	+	2	15005740	66.9243743112604	40.1297007809585	415	1.02904940554533	2	175
416	chr2L	15007817	15007837	+	2	15007837	117.254826815222	116.092559023156	416	1.92093373332941	2	308
417	chr2L	15042618	15042622	+	2	15042619	9.23778790403447	8.07552011196818	417	1.4564355568004	2	24
418	chr2L	15334527	15334528	+	1	15334528	5.39203933188174	5.39203933188174	418	2	1	14
419	chr2L	15752938	15752939	+	1	15752939	65.6122464650799	65.6122464650799	419	2	1	172
420	chr2L	15755781	15755782	+	1	15755782	6.92595847127459	6.92595847127459	420	2	1	18
421	chr2L	15765061	15765065	+	2	15765062	2.32453558413257	1.16226779206629	421	1	2	6
422	chr2L	16047083	16047084	+	1	16047084	5.00831368017223	5.00831368017223	422	2	1	13
423	chr2L	16047253	16047267	+	2	16047267	13.8304421801529	12.6681743880866	423	1.58618314969637	2	36
424	chr2L	16047389	16047390	+	1	16047390	7.69240752725689	7.69240752725689	424	2	1	20
425	chr2L	16048457	16048466	+	2	16048458	4.25170866803095	2.3183783756711	425	1.00596978852304	2	11
426	chr2L	16048656	16048657	+	1	16048657	6.92595847127459	6.92595847127459	426	2	1	18
427	chr2L	16166445	16166446	+	1	16166446	5.77566002886195	5.77566002886195	427	2	1	15
428	chr2L	16312799	16312815	+	2	16312800	6.94164397253208	5.00831368017223	428	1.14759482135052	2	18
429	chr2L	16327077	16327078	+	1	16327078	6.15918280477931	6.15918280477931	429	2	1	16
430	chr2L	16330287	16330288	+	1	16330288	29.8445614657546	29.8445614657546	430	2	1	78
431	chr2L	16352898	16352899	+	1	16352899	8.07552011196818	8.07552011196818	431	2	1	21
432	chr2L	16352948	16352949	+	1	16352949	5.00831368017223	5.00831368017223	432	2	1	13
433	chr2L	16681393	16681397	+	2	16681397	3.09559808442614	1.93333029235985	433	1.04556599707504	2	8
434	chr2L	16681453	16681454	+	1	16681454	14.197493831883	14.197493831883	434	2	1	37
435	chr2L	16685390	16685391	+	1	16685391	13.8152261124373	13.8152261124373	435	2	1	36
436	chr2L	16691894	16691895	+	1	16691895	7.30922160650763	7.30922160650763	436	2	1	19
437	chr2L	16696658	16696662	+	2	16696662	4.25003805190202	3.08777025983574	437	1.15464906337756	2	11
438	chr2L	16722406	16722410	+	2	16722407	16.5245929978362	12.6681743880866	438	1.21755587059331	2	43
439	chr2L	16722447	16722461	+	3	16722448	8.1081272777805	3.85641860974955	439	0.480953835680162	3	21
440	chr2L	16743440	16743456	+	2	16743456	6.17535612805551	3.47217630427602	440	1.0113005917115	2	16
441	chr2L	16743987	16744004	+	2	16743988	2.32453558413257	1.16226779206629	441	1	2	6
442	chr2L	16744173	16744194	+	2	16744174	2.32453558413257	1.16226779206629	442	1	2	6
443	chr2L	16745101	16745102	+	1	16745102	22.2172821914374	22.2172821914374	443	2	1	58
444	chr2L	16749775	16749776	+	1	16749776	18.0181528754949	18.0181528754949	444	2	1	47
445	chr2L	16770904	16770919	+	3	16770908	6.56667182126592	3.85641860974955	445	0.616900008810666	3	17
446	chr2L	16773014	16773015	+	1	16773015	5.00831368017223	5.00831368017223	446	2	1	13
447	chr2L	16782963	16782967	+	2	16782964	2.32453558413257	1.16226779206629	447	1	2	6
448	chr2L	16783502	16783507	+	2	16783503	4.6367567513422	2.3183783756711	448	1	2	12
449	chr2L	16783625	16783627	+	2	16783627	21.471271626348	20.3090038342817	449	1.69862135640691	2	56
450	chr2L	16784323	16784324	+	1	16784324	5.39203933188174	5.39203933188174	450	2	1	14
451	chr2L	16784671	16784690	+	3	16784687	11.9459783578498	7.30922160650763	451	0.650002811035125	3	31
452	chr2L	16784713	16784714	+	1	16784714	5.39203933188174	5.39203933188174	452	2	1	14
453	chr2L	16784736	16784740	+	2	16784737	2.32453558413257	1.16226779206629	453	1	2	6
454	chr2L	16784763	16784774	+	2	16784774	5.02155819945058	2.70317982377949	454	1.00427254791507	2	13
455	chr2L	16784806	16784807	+	1	16784807	7.30922160650763	7.30922160650763	455	2	1	19
456	chr2L	16784971	16784984	+	2	16784972	136.207925656959	135.045657864892	456	1.90268806815839	3	359
457	chr2L	16785016	16785022	+	2	16785017	22.6163173705292	21.4540495784629	457	1.71001395296679	2	59
458	chr2L	16785054	16785055	+	1	16785055	7.30922160650763	7.30922160650763	458	2	1	19
459	chr2L	16785147	16785164	+	2	16785164	7.71149350395172	5.00831368017223	459	1.06593194462451	2	20
460	chr2L	16785190	16785194	+	2	16785191	19.9546175720154	17.6362391963443	460	1.48405306999255	2	52
461	chr2L	16785220	16785224	+	2	16785224	15.3829627248433	9.60730269598138	461	1.04556599707504	2	40
462	chr2L	16785923	16785951	+	5	16785951	18.1130270513974	7.69240752725689	462	-0.0838363915980649	6	48
463	chr2L	16786013	16786029	+	2	16786014	40.9250659252977	38.6066875496266	463	1.68833801137697	2	107
464	chr2L	16786809	16786810	+	1	16786810	11.90325354315	11.90325354315	464	2	1	31
465	chr2L	16788066	16788067	+	1	16788067	8.4585628685967	8.4585628685967	465	2	1	22
466	chr2L	16788541	16788559	+	2	16788559	23.4185870569442	15.7261795296873	466	1.08726584419267	2	61
467	chr2L	16788647	16788648	+	1	16788648	5.39203933188174	5.39203933188174	467	2	1	14
468	chr2L	16801509	16801513	+	2	16801513	11.5428297477508	9.22445137207965	468	1.27807190511264	2	30
469	chr2L	16840270	16840274	+	2	16840274	6.9436934916539	4.24051366787441	469	1.03592123519177	2	18
470	chr2L	16840571	16840572	+	1	16840572	5.00831368017223	5.00831368017223	470	2	1	13
471	chr2L	16841697	16841718	+	2	16841698	2.32453558413257	1.16226779206629	471	0.551184364274815	3	7
472	chr2L	16916210	16916214	+	2	16916211	2.32453558413257	1.16226779206629	472	1	2	6
473	chr2L	17408555	17408571	+	2	17408571	3.48064616773738	2.3183783756711	473	0.270426041486378	4	12
474	chr2L	17411349	17411353	+	2	17411350	3.8666605847197	1.93333029235985	474	1	2	10
475	chr2L	17484498	17484499	+	1	17484499	13.8152261124373	13.8152261124373	475	2	1	36
476	chr2L	17591113	17591145	+	3	17591145	4.64291395980367	2.3183783756711	476	0.5	3	12
477	chr2L	17972871	17972875	+	2	17972872	9.63135910905534	6.15918280477931	477	1.05731681074451	2	25
478	chr2L	18528922	18528942	+	2	18528923	5.4027814599407	4.24051366787441	478	1.25040474274052	2	14
479	chr2L	18530438	18530442	+	2	18530439	2.32453558413257	1.16226779206629	479	1	2	6
480	chr2L	18592811	18592828	+	2	18592812	2.32453558413257	1.16226779206629	480	0.551184364274815	3	7
481	chr2L	18606861	18606862	+	1	18606862	57.6301566999885	57.6301566999885	481	2	1	151
482	chr2L	18607575	18607594	+	2	18607576	2.71025321151637	1.54798541945008	482	0.594360937770434	3	8
483	chr2L	18677186	18677190	+	2	18677190	10.0124014302871	7.30922160650763	483	1.15964132839088	2	26
484	chr2L	18678978	18678999	+	2	18678999	3.09559808442614	1.93333029235985	484	1.04556599707504	2	8
485	chr2L	18695734	18695760	+	3	18695740	6.94901053686603	4.62447495273345	485	0.748370832612177	3	18
486	chr2L	18708855	18708859	+	2	18708856	34.8664865438248	27.5572649373172	486	1.2608341824307	2	91
487	chr2L	18988294	18988295	+	1	18988295	8.07552011196818	8.07552011196818	487	2	1	21
488	chr2L	19039093	19039098	+	2	19039098	2.71025321151637	1.54798541945008	488	1.01477186396575	2	7
489	chr2L	19040321	19040322	+	1	19040322	5.00831368017223	5.00831368017223	489	2	1	13
490	chr2L	19041910	19041911	+	1	19041911	11.1381437082637	11.1381437082637	490	2	1	29
491	chr2L	19046894	19046895	+	1	19046895	6.54261381066948	6.54261381066948	491	2	1	17
492	chr2L	19051920	19051957	+	4	19051957	22.705357986661	9.22445137207965	492	0.0779742971922821	5	61
493	chr2L	19058654	19058666	+	2	19058666	4.25170866803095	2.3183783756711	493	1.00596978852304	2	11
494	chr2L	19110152	19110153	+	1	19110153	26.4133467067751	26.4133467067751	494	2	1	69
