chr	pos	strand	fly
chr2L	479060	-	1
chr2L	479328	-	2
chr2L	479445	-	2
chr2L	479615	-	8
chr2L	479629	-	1
chr2L	479636	-	1
chr2L	480344	-	1
chr2L	481700	+	2
chr2L	481995	-	4
chr2L	484915	+	2
chr2L	484968	+	2
chr2L	487285	-	2
chr2L	487605	-	1
chr2L	489530	+	1
chr2L	489562	+	3
chr2L	492483	-	1
chr2L	493183	+	1
chr2L	494524	+	2
chr2L	499955	-	2
chr2L	500301	-	2
chr2L	501778	+	1
chr2L	502881	-	2
chr2L	504393	-	1
chr2L	505482	-	1
chr2L	507888	-	1
chr2L	518494	+	1
chr2L	519535	+	1
chr2L	521851	+	2
chr2L	521857	+	2
chr2L	521968	-	3
chr2L	521993	-	1
chr2L	524284	+	1
chr2L	525718	+	1
chr2L	525868	+	2
chr2L	526203	+	1
chr2L	526887	-	1
chr2L	526920	+	3
chr2L	527193	+	1
chr2L	527314	+	2
chr2L	529411	-	1
chr2L	530240	+	1
chr2L	530421	+	1
chr2L	530579	+	1
chr2L	531221	+	2
chr2L	531259	+	1
chr2L	531758	-	2
chr2L	531759	-	1
chr2L	532631	+	1
chr2L	535028	-	1
chr2L	535070	-	1
chr2L	535151	-	3
chr2L	535298	+	1
chr2L	535621	+	3
chr2L	536439	-	1
chr2L	536486	-	2
chr2L	536809	-	1
chr2L	537395	-	1
chr2L	537992	+	4
chr2L	538018	+	5
chr2L	538210	+	3
chr2L	538658	+	2
chr2L	540014	-	1
chr2L	540387	+	14
chr2L	540451	+	3
chr2L	541341	-	1
chr2L	541480	-	6
chr2L	541589	-	1
chr2L	541607	-	9
chr2L	541608	-	1
chr2L	541640	-	3
chr2L	541717	-	1
chr2L	541912	-	1
chr2L	541953	-	3
chr2L	542110	-	3
chr2L	542111	-	2
chr2L	542242	-	11
chr2L	542243	-	5
chr2L	542262	-	3
chr2L	542270	-	1
chr2L	542272	-	2
chr2L	542280	-	1
chr2L	542281	-	2
chr2L	542303	-	1
chr2L	542315	-	2
chr2L	542505	-	1
chr2L	542544	-	18
chr2L	542549	-	10
chr2L	542552	-	1
chr2L	542554	-	8
chr2L	542593	-	16
chr2L	542594	-	9
chr2L	542886	-	1
chr2L	542921	-	3
chr2L	542940	-	31
chr2L	542941	-	121
chr2L	542942	-	83
chr2L	543100	-	5
chr2L	543475	-	1
chr2L	543481	-	1
chr2L	543507	-	1
chr2L	543622	+	1
chr2L	543717	-	2
chr2L	543728	-	5
chr2L	543734	-	2
chr2L	543776	-	1
chr2L	543868	-	1
chr2L	543913	-	2
chr2L	543995	-	3
chr2L	544005	-	3
chr2L	544048	+	2
chr2L	544050	-	1
chr2L	544135	+	1
chr2L	544150	-	1
chr2L	544257	-	1
chr2L	544381	-	2
chr2L	544382	-	1
chr2L	544407	-	4
chr2L	544408	-	5
chr2L	544464	-	1
chr2L	544496	-	2
chr2L	544515	-	3
chr2L	544551	-	4
chr2L	544571	-	1
chr2L	544582	-	4
chr2L	544615	+	1
chr2L	544617	-	2
chr2L	544650	-	3
chr2L	544651	-	12
chr2L	544653	-	7
chr2L	544654	-	2
chr2L	544662	-	4
chr2L	544683	-	2
chr2L	544709	-	2
chr2L	544714	-	3
chr2L	545068	+	1
chr2L	545249	+	2
chr2L	545323	+	1
chr2L	545454	+	2
chr2L	545691	+	1
chr2L	545997	+	1
chr2L	546196	+	1
chr2L	546562	+	1
chr2L	547093	-	1
chr2L	548525	+	1
chr2L	548673	-	1
chr2L	551007	+	1
chr2L	551032	+	1
chr2L	552781	+	1
chr2L	553642	+	1
chr2L	553809	-	3
chr2L	555458	+	1
chr2L	555920	+	1
chr2L	556546	+	2
chr2L	556679	-	1
chr2L	556683	+	2
chr2L	557202	+	1
chr2L	557443	+	2
chr2L	557686	+	3
chr2L	557691	+	1
chr2L	558475	-	1
chr2L	559261	+	1
chr2L	559554	-	1
chr2L	559627	+	1
chr2L	559630	+	2
chr2L	559648	+	5
chr2L	559651	+	3
chr2L	560364	+	5
chr2L	560468	+	14
chr2L	561327	-	1
chr2L	562434	+	3
chr2L	563681	-	1
chr2L	563860	+	5
chr2L	564189	+	2
chr2L	564425	-	1
chr2L	564766	+	5
chr2L	564796	+	1
chr2L	564998	+	2
chr2L	565699	+	1
chr2L	565792	-	1
chr2L	566369	+	7
chr2L	567302	-	1
chr2L	567927	-	1
chr2L	567947	-	1
chr2L	568071	-	1
chr2L	568073	-	15
chr2L	568097	-	5
chr2L	569790	+	1
chr2L	569870	+	2
chr2L	569963	-	1
chr2L	569979	+	3
chr2L	569982	+	6
chr2L	570013	+	1
chr2L	570017	+	1
chr2L	570051	+	1
chr2L	570054	+	8
chr2L	570318	+	4
chr2L	570374	+	3
chr2L	571074	+	1
chr2L	571634	+	1
chr2L	571785	-	2
chr2L	571893	-	1
chr2L	572621	+	6
chr2L	572666	+	13
chr2L	573550	-	1
chr2L	573655	-	3
chr2L	573744	-	1
chr2L	574272	-	6
chr2L	574273	-	2
chr2L	574829	+	1
chr2L	574853	+	1
chr2L	575020	-	1
chr2L	575259	+	3
chr2L	576792	-	1
chr2L	577670	-	1
chr2L	580210	+	1
chr2L	580402	-	1
chr2L	581286	+	3
chr2L	581511	-	1
chr2L	581670	-	2
chr2L	582489	+	1
chr2L	587647	+	2
chr2L	587803	+	3
chr2L	588116	+	3
chr2L	591342	-	1
chr2L	591932	-	2
chr2L	592378	-	2
chr2L	592671	-	1
chr2L	592831	+	2
chr2L	595098	+	1
chr2L	600652	-	6
chr2L	600780	-	2
chr2L	600781	-	1
chr2L	602631	-	1
chr2L	603992	-	1
chr2L	605891	-	1
chr2L	606088	-	1
chr2L	606233	-	1
chr2L	611437	+	2
chr2L	612663	-	1
chr2L	612937	+	1
chr2L	613858	-	3
chr2L	620947	-	2
chr2L	621455	-	1
chr2L	621547	-	1
chr2L	622520	-	2
chr2L	623178	+	7
chr2L	626531	+	1
chr2L	629837	+	2
chr2L	631351	-	1
chr2L	636066	+	1
chr2L	640046	-	2
chr2L	640478	+	1
chr2L	640841	+	7
chr2L	640946	+	1
chr2L	642053	-	2
chr2L	642194	-	2
chr2L	642196	-	1
chr2L	642295	-	2
chr2L	642379	-	1
chr2L	642397	-	1
chr2L	642438	-	2
chr2L	642563	-	1
chr2L	644309	+	2
chr2L	645409	+	1
chr2L	648119	-	1
chr2L	648340	-	1
chr2L	650018	+	1
chr2L	650757	+	4
chr2L	650976	+	1
chr2L	651193	+	1
chr2L	654521	-	1
chr2L	654825	-	2
chr2L	655551	-	1
chr2L	660101	+	1
chr2L	663136	+	2
chr2L	663360	+	1
chr2L	664710	-	2
chr2L	664846	+	1
chr2L	665256	-	2
chr2L	665530	+	2
chr2L	665630	-	1
chr2L	667698	-	1
chr2L	668564	-	3
chr2L	668651	-	2
chr2L	668665	-	1
chr2L	669578	-	1
chr2L	669581	-	1
chr2L	669811	-	1
chr2L	670021	-	1
chr2L	671183	-	1
chr2L	673185	+	1
chr2L	675537	-	2
chr2L	684560	+	3
chr2L	685503	-	2
chr2L	696388	-	1
chr2L	696849	-	1
chr2L	699377	+	1
chr2L	699525	-	4
chr2L	700063	+	1
chr2L	705549	-	1
chr2L	706414	-	1
chr2L	706729	-	1
chr2L	712558	-	1
chr2L	713330	-	2
chr2L	717260	+	1
chr2L	723301	-	1
chr2L	723935	-	1
chr2L	724635	-	1
chr2L	725098	-	1
chr2L	727140	-	1
chr2L	730477	-	1
chr2L	734194	-	2
chr2L	736393	+	1
chr2L	736957	-	3
chr2L	737336	-	4
chr2L	737540	-	2
chr2L	742793	+	3
chr2L	747801	-	2
chr2L	747922	-	1
chr2L	748000	-	1
chr2L	748976	-	2
chr2L	750404	-	3
chr2L	751381	+	1
chr2L	751555	+	2
chr2L	751561	-	1
chr2L	754851	+	1
chr2L	756718	+	2
chr2L	757666	+	1
chr2L	758675	+	1
chr2L	760066	+	2
chr2L	760179	+	1
chr2L	761662	+	1
chr2L	762743	-	1
chr2L	764023	+	1
chr2L	773585	+	1
chr2L	773633	-	1
chr2L	774112	-	3
chr2L	775120	-	1
chr2L	775121	-	1
chr2L	775603	-	2
chr2L	776499	+	1
chr2L	777456	-	2
chr2L	779393	-	1
chr2L	780530	+	2
chr2L	780917	-	4
chr2L	780919	-	3
chr2L	781018	-	1
chr2L	781456	+	1
chr2L	781483	-	1
chr2L	782526	-	1
chr2L	782767	-	1
chr2L	784793	-	1
chr2L	785102	-	1
chr2L	785594	-	1
chr2L	786380	+	1
chr2L	786663	-	1
chr2L	787006	-	2
chr2L	787354	-	2
chr2L	787822	-	1
chr2L	789517	+	1
chr2L	789624	+	1
chr2L	796270	+	2
chr2L	798376	-	3
chr2L	798384	-	1
chr2L	798630	+	4
chr2L	798682	-	2
chr2L	799577	+	1
chr2L	804151	+	2
chr2L	804340	-	1
chr2L	806774	+	1
chr2L	811445	+	57
chr2L	811850	-	1
chr2L	812156	+	2
chr2L	813426	-	1
chr2L	813484	-	1
chr2L	814312	+	1
chr2L	814454	+	2
chr2L	815870	+	1
chr2L	815948	-	2
chr2L	816009	+	31
chr2L	819506	-	2
chr2L	819508	-	2
chr2L	819962	+	21
chr2L	820001	+	1
chr2L	820191	+	2
chr2L	820223	+	1
chr2L	821471	+	1
chr2L	821536	+	5
chr2L	821547	+	3
chr2L	821588	+	1
chr2L	821591	+	3
chr2L	821620	+	2
chr2L	822189	+	3
chr2L	822855	+	9
chr2L	822872	+	5
chr2L	822921	+	1
chr2L	822978	-	1
chr2L	823024	+	1
chr2L	823025	+	2
chr2L	823028	+	3
chr2L	823334	+	1
chr2L	823388	+	4
chr2L	823455	+	2
chr2L	823670	+	1
chr2L	823783	+	3
chr2L	823789	+	5
chr2L	823910	-	5
chr2L	824255	+	7
chr2L	826330	+	1
chr2L	826940	+	1
chr2L	826971	+	2
chr2L	827359	+	1
chr2L	829582	+	3
chr2L	829913	+	1
chr2L	829931	+	1
chr2L	830139	+	2
chr2L	830153	+	1
chr2L	830207	+	1
chr2L	830249	-	1
chr2L	830276	+	1
chr2L	830528	-	1
chr2L	830895	+	2
chr2L	831013	+	1
chr2L	831188	+	1
chr2L	831385	+	1
chr2L	831421	+	1
chr2L	831801	+	1
chr2L	832107	+	1
chr2L	832260	+	1
chr2L	832360	+	1
chr2L	832601	+	2
chr2L	833033	+	4
chr2L	835048	-	1
chr2L	835106	-	1
chr2L	835208	+	3
chr2L	836564	+	4
chr2L	836579	+	1
chr2L	836601	-	1
chr2L	836990	+	1
chr2L	837092	-	3
chr2L	837150	+	2
chr2L	837171	-	2
chr2L	837226	-	1
chr2L	837235	-	1
chr2L	837236	-	1
chr2L	837301	-	1
chr2L	837323	-	2
chr2L	838062	+	1
chr2L	838722	-	1
chr2L	838967	-	1
chr2L	840307	-	1
chr2L	841115	-	2
chr2L	844363	-	1
chr2L	847458	+	4
chr2L	849988	-	1
chr2L	850871	-	2
chr2L	851601	+	1
chr2L	852371	-	2
chr2L	852381	-	1
chr2L	852622	-	1
chr2L	852709	-	3
chr2L	852737	-	1
chr2L	852898	+	2
chr2L	852911	+	1
chr2L	852997	+	3
chr2L	853188	-	1
chr2L	853212	+	1
chr2L	853232	+	19
chr2L	853498	-	2
chr2L	853542	+	1
chr2L	853562	+	2
chr2L	853759	+	4
chr2L	854156	+	1
chr2L	854372	+	4
chr2L	858833	-	1
chr2L	859302	-	1
chr2L	860945	-	1
chr2L	861676	+	4
chr2L	861957	+	1
chr2L	862019	-	1
chr2L	862020	-	1
chr2L	862058	-	2
chr2L	862086	+	1
chr2L	862092	-	1
chr2L	862093	-	1
chr2L	862374	-	1
chr2L	863396	-	2
chr2L	863487	+	7
chr2L	863777	+	1
chr2L	863839	-	1
chr2L	863858	-	2
chr2L	863859	-	3
chr2L	863879	-	4
chr2L	863922	-	3
chr2L	863944	-	14
chr2L	864608	-	1
chr2L	866422	-	2
chr2L	866459	+	2
chr2L	868301	+	3
chr2L	868716	-	7
chr2L	868719	-	3
chr2L	868747	-	1
chr2L	868748	-	2
chr2L	868751	-	6
chr2L	869015	-	1
chr2L	869233	-	2
chr2L	869845	-	1
chr2L	870452	+	3
chr2L	870499	+	1
chr2L	871071	+	2
chr2L	871093	+	6
chr2L	871168	+	1
chr2L	871389	+	6
chr2L	871430	+	1
chr2L	871656	+	1
chr2L	871800	+	6
chr2L	871926	+	2
chr2L	872938	+	3
chr2L	872941	+	5
chr2L	873372	+	1
chr2L	873579	-	1
chr2L	873725	+	1
chr2L	874060	+	2
chr2L	876754	+	1
chr2L	876850	+	2
chr2L	877336	+	1
chr2L	877339	+	3
chr2L	877766	+	1
chr2L	878213	+	1
chr2L	881287	-	1
chr2L	884086	-	1
chr2L	884143	+	1
chr2L	884262	-	1
chr2L	884331	+	1
chr2L	886320	-	1
chr2L	886610	-	1
chr2L	888293	-	1
chr2L	890117	-	3
chr2L	890123	-	1
chr2L	890231	+	1
chr2L	890299	-	3
chr2L	890459	+	1
chr2L	890557	-	1
chr2L	891706	-	1
chr2L	892151	+	1
chr2L	894106	+	2
chr2L	894292	+	1
chr2L	894301	+	1
chr2L	895540	-	1
chr2L	895726	-	1
chr2L	896910	+	2
chr2L	896937	-	1
chr2L	898638	+	1
chr2L	899064	-	1
chr2L	900105	-	1
chr2L	900222	-	1
chr2L	900240	-	1
chr2L	900339	-	3
chr2L	902497	+	2
chr2L	907751	+	1
chr2L	911101	+	1
chr2L	913038	-	4
chr2L	914794	+	1
chr2L	915093	+	2
chr2L	915209	+	3
chr2L	920135	+	1
chr2L	920592	+	1
chr2L	922877	-	1
chr2L	922921	-	1
chr2L	923345	-	1
chr2L	924157	-	4
chr2L	925396	+	1
chr2L	926267	-	1
chr2L	926314	-	2
chr2L	927069	+	1
chr2L	927292	+	1
chr2L	927560	-	2
chr2L	927893	+	1
chr2L	931132	-	1
chr2L	932649	-	1
chr2L	934597	+	1
chr2L	934700	+	3
chr2L	936490	+	2
chr2L	936797	-	1
chr2L	937494	-	1
chr2L	938299	+	2
chr2L	939954	-	1
chr2L	940504	+	2
chr2L	940932	+	1
chr2L	941047	+	2
chr2L	942482	+	1
chr2L	942721	-	2
chr2L	943785	+	1
chr2L	943826	-	2
chr2L	944001	+	1
chr2L	944004	+	3
chr2L	946212	+	1
chr2L	946816	-	2
chr2L	947335	-	2
chr2L	947699	-	1
chr2L	948720	-	1
chr2L	948930	+	2
chr2L	949842	+	2
chr2L	950157	-	3
chr2L	950363	+	2
chr2L	952008	+	1
chr2L	952936	+	1
chr2L	952997	+	1
chr2L	953093	-	2
chr2L	953371	+	1
chr2L	953747	+	3
chr2L	953888	-	1
chr2L	953987	-	1
chr2L	956262	+	1
chr2L	956268	+	2
chr2L	956284	+	1
chr2L	956332	+	2
chr2L	956443	-	4
chr2L	956843	-	1
chr2L	957346	-	1
chr2L	957364	+	1
chr2L	957366	-	1
chr2L	957500	+	2
chr2L	957914	+	1
chr2L	957918	+	2
chr2L	958065	+	2
chr2L	961294	-	1
chr2L	961350	-	1
chr2L	962039	-	1
chr2L	962879	-	1
chr2L	966312	+	4
chr2L	969201	-	4
chr2L	969341	-	3
chr2L	971372	-	1
chr2L	972269	-	1
chr2L	972543	+	3
chr2L	972847	+	3
chr2L	975255	+	1
chr2L	979869	-	5
chr2L	985221	+	1
chr2L	987652	+	2
chr2L	988494	+	1
chr2L	988712	+	2
chr2L	992748	+	1
chr2L	995357	+	1
chr2L	996774	+	1
chr2L	1009628	-	1
chr2L	1009967	-	3
chr2L	1010094	-	7
chr2L	1010096	-	2
chr2L	1010205	-	2
chr2L	1010579	-	3
chr2L	1010697	-	6
chr2L	1010698	-	7
chr2L	1010717	-	1
chr2L	1010818	-	5
chr2L	1010821	-	1
chr2L	1010942	-	1
chr2L	1011239	-	1
chr2L	1011769	-	5
chr2L	1011867	-	2
chr2L	1012585	-	8
chr2L	1012611	-	1
chr2L	1014599	-	1
chr2L	1014646	-	2
chr2L	1014659	-	1
chr2L	1015151	-	1
chr2L	1015153	-	1
chr2L	1015219	-	1
chr2L	1015361	-	2
chr2L	1015444	-	1
chr2L	1015658	-	2
chr2L	1015716	-	4
chr2L	1015790	-	1
chr2L	1015868	-	2
chr2L	1016535	-	2
chr2L	1016639	+	1
chr2L	1016696	+	1
chr2L	1016953	-	1
chr2L	1016954	-	1
chr2L	1017410	+	1
chr2L	1023646	-	1
chr2L	1025395	-	2
chr2L	1027424	-	1
chr2L	1030084	-	4
chr2L	1031495	+	1
chr2L	1032324	-	1
chr2L	1033883	+	1
chr2L	1033964	+	1
chr2L	1036085	-	3
chr2L	1037191	+	1
chr2L	1037638	+	3
chr2L	1039108	+	1
chr2L	1039157	-	2
chr2L	1039718	+	2
chr2L	1040011	-	3
chr2L	1040742	-	1
chr2L	1041386	+	1
chr2L	1042620	+	1
chr2L	1047015	-	2
chr2L	1049910	-	1
chr2L	1049921	-	1
chr2L	1050145	+	1
chr2L	1050164	-	2
chr2L	1050299	-	1
chr2L	1050565	-	1
chr2L	1050883	-	6
chr2L	1051167	-	1
chr2L	1051298	-	2
chr2L	1051619	-	3
chr2L	1051620	-	2
chr2L	1051895	-	1
chr2L	1051996	-	1
chr2L	1052086	-	1
chr2L	1052091	-	2
chr2L	1052167	-	4
chr2L	1052170	-	4
chr2L	1052470	-	1
chr2L	1052610	-	2
chr2L	1052776	-	1
chr2L	1052777	-	2
chr2L	1052816	-	3
chr2L	1052824	-	1
chr2L	1052825	-	1
chr2L	1052827	-	1
chr2L	1052831	-	1
chr2L	1053910	-	2
chr2L	1055210	-	2
chr2L	1055417	-	1
chr2L	1056926	+	1
chr2L	1056988	+	1
chr2L	1059306	+	4
chr2L	1059917	-	1
chr2L	1059919	-	3
chr2L	1059947	-	1
chr2L	1060352	-	4
chr2L	1060879	-	1
chr2L	1061239	-	1
chr2L	1061312	-	1
chr2L	1061567	-	1
chr2L	1061855	+	3
chr2L	1062384	-	1
chr2L	1063784	+	1
chr2L	1063985	+	1
chr2L	1064861	+	1
chr2L	1065810	-	1
chr2L	1066300	-	1
chr2L	1067891	+	2
chr2L	1068059	-	1
chr2L	1068211	-	2
chr2L	1071191	-	1
chr2L	1072437	+	1
chr2L	1076412	-	1
chr2L	1076414	-	1
chr2L	1076647	-	1
chr2L	1076743	-	1
chr2L	1077089	-	1
chr2L	1077257	+	2
chr2L	1079272	-	1
chr2L	1079349	+	1
chr2L	1079495	+	2
chr2L	1079916	-	1
chr2L	1080061	+	1
chr2L	1080070	+	1
chr2L	1080703	+	1
chr2L	1080724	+	1
chr2L	1080938	+	8
chr2L	1080961	+	1
chr2L	1080992	+	9
chr2L	1081036	+	2
chr2L	1081055	+	1
chr2L	1081087	+	2
chr2L	1081107	+	1
chr2L	1081111	+	1
chr2L	1081151	+	1
chr2L	1081235	+	1
chr2L	1081238	+	2
chr2L	1081351	+	2
chr2L	1081838	+	1
chr2L	1081974	+	1
chr2L	1082380	+	1
chr2L	1082850	+	1
chr2L	1082970	+	1
chr2L	1083272	-	1
chr2L	1083550	+	2
chr2L	1083973	-	1
chr2L	1084303	+	1
chr2L	1084741	-	2
chr2L	1085654	-	1
chr2L	1085792	-	1
chr2L	1086663	+	1
chr2L	1088076	-	1
chr2L	1096423	-	1
chr2L	1096456	-	1
chr2L	1096581	-	1
chr2L	1097033	-	1
chr2L	1098192	-	1
chr2L	1098324	-	2
chr2L	1098620	-	1
chr2L	1100174	+	1
chr2L	1102392	-	3
chr2L	1103546	-	3
chr2L	1104287	+	1
chr2L	1104662	-	1
chr2L	1104991	+	1
chr2L	1105204	-	1
chr2L	1105393	+	1
chr2L	1105900	-	4
chr2L	1106072	-	1
chr2L	1106084	-	1
chr2L	1106250	-	1
chr2L	1106977	-	1
chr2L	1107004	-	1
chr2L	1107409	-	1
chr2L	1108380	-	1
chr2L	1109076	+	1
chr2L	1113130	-	1
chr2L	1113829	-	1
chr2L	1114472	-	1
chr2L	1114948	-	7
chr2L	1114950	-	4
chr2L	1115011	-	3
chr2L	1115072	-	1
chr2L	1115226	-	1
chr2L	1115406	-	3
chr2L	1115511	-	1
chr2L	1115512	-	3
chr2L	1115630	-	1
chr2L	1115749	-	1
chr2L	1116565	+	1
chr2L	1116568	-	1
chr2L	1116612	+	1
chr2L	1117164	-	1
chr2L	1117491	-	1
chr2L	1117560	+	1
chr2L	1119740	-	1
chr2L	1119807	-	1
chr2L	1120407	-	2
chr2L	1122300	-	1
chr2L	1122319	+	2
chr2L	1122808	-	2
chr2L	1125942	+	1
chr2L	1126232	+	1
chr2L	1128248	+	1
chr2L	1129390	+	1
chr2L	1129715	+	2
chr2L	1129718	+	1
chr2L	1129724	-	1
chr2L	1129831	-	1
chr2L	1130006	+	1
chr2L	1130089	+	5
chr2L	1130113	+	3
chr2L	1130386	+	3
chr2L	1130389	+	41
chr2L	1130482	+	1
chr2L	1130498	+	2
chr2L	1130530	+	1
chr2L	1130542	-	1
chr2L	1130561	+	2
chr2L	1130659	+	1
chr2L	1130683	+	1
chr2L	1130720	-	1
chr2L	1130781	+	1
chr2L	1130927	+	1
chr2L	1130986	+	1
chr2L	1131041	-	1
chr2L	1131281	-	1
chr2L	1131584	+	1
chr2L	1132597	-	2
chr2L	1132657	+	3
chr2L	1133441	+	2
chr2L	1134532	+	3
chr2L	1134764	+	1
chr2L	1135203	+	1
chr2L	1136803	+	1
chr2L	1136852	-	1
chr2L	1137132	-	2
chr2L	1140494	+	5
chr2L	1141893	-	1
chr2L	1142254	+	1
chr2L	1143199	+	2
chr2L	1143202	+	6
chr2L	1143331	+	26
chr2L	1143334	+	1
chr2L	1145484	+	1
chr2L	1145577	+	2
chr2L	1145598	+	4
chr2L	1145919	+	3
chr2L	1146020	+	1
chr2L	1146051	+	16
chr2L	1146108	+	2
chr2L	1146160	+	1
chr2L	1146163	+	2
chr2L	1146178	+	1
chr2L	1146239	+	2
chr2L	1146303	+	1
chr2L	1146358	+	2
chr2L	1146381	+	5
chr2L	1146607	+	1
chr2L	1146612	-	2
chr2L	1146913	+	4
chr2L	1146989	+	2
chr2L	1147328	+	8
chr2L	1147849	+	24
chr2L	1147872	+	5
chr2L	1147897	+	2
chr2L	1147937	+	1
chr2L	1149364	+	1
chr2L	1149479	-	1
chr2L	1149506	-	1
chr2L	1150317	+	3
chr2L	1150754	+	8
chr2L	1150769	+	6
chr2L	1150770	+	4
chr2L	1150784	+	2
chr2L	1150787	+	17
chr2L	1150907	+	1
chr2L	1151076	+	1
chr2L	1151288	-	1
chr2L	1151427	+	4
chr2L	1151462	+	4
chr2L	1151506	+	3
chr2L	1151731	-	2
chr2L	1151733	-	1
chr2L	1151734	-	2
chr2L	1151735	-	10
chr2L	1151753	-	1
chr2L	1151838	-	2
chr2L	1151980	-	2
chr2L	1152478	-	6
chr2L	1152510	-	1
chr2L	1152532	-	1
chr2L	1152583	-	1
chr2L	1152584	-	2
chr2L	1152609	-	1
chr2L	1152705	-	3
chr2L	1152707	-	2
chr2L	1152917	-	1
chr2L	1152920	-	2
chr2L	1152938	-	2
chr2L	1152969	-	7
chr2L	1152973	-	2
chr2L	1152984	-	2
chr2L	1153044	-	1
chr2L	1153064	-	2
chr2L	1153159	-	1
chr2L	1153160	-	1
chr2L	1153162	-	1
chr2L	1153163	-	1
chr2L	1153262	-	1
chr2L	1153263	-	2
chr2L	1153417	-	2
chr2L	1153507	-	1
chr2L	1153508	-	1
chr2L	1153510	-	1
chr2L	1153626	-	1
chr2L	1153850	+	3
chr2L	1154199	+	4
chr2L	1155036	+	1
chr2L	1156122	+	1
chr2L	1156137	+	2
chr2L	1158147	-	3
chr2L	1158854	+	1
chr2L	1158900	+	1
chr2L	1158929	+	1
chr2L	1158972	+	2
chr2L	1159678	+	1
chr2L	1160080	+	1
chr2L	1160167	+	2
chr2L	1160170	+	2
chr2L	1160333	-	3
chr2L	1160387	-	2
chr2L	1160437	-	2
chr2L	1160623	-	3
chr2L	1160707	-	1
chr2L	1160727	-	2
chr2L	1160739	-	1
chr2L	1160785	-	1
chr2L	1160789	-	1
chr2L	1160796	-	1
chr2L	1160798	-	1
chr2L	1160820	-	1
chr2L	1160828	+	1
chr2L	1160861	-	2
chr2L	1160882	-	2
chr2L	1160901	-	3
chr2L	1160929	-	1
chr2L	1161053	-	1
chr2L	1161054	-	1
chr2L	1161056	-	1
chr2L	1161132	-	1
chr2L	1161191	-	5
chr2L	1161618	-	3
chr2L	1161620	-	1
chr2L	1161622	-	2
chr2L	1161658	-	1
chr2L	1161668	-	3
chr2L	1161704	-	1
chr2L	1161760	-	1
chr2L	1161833	-	3
chr2L	1161851	-	1
chr2L	1161871	-	2
chr2L	1161906	-	3
chr2L	1161963	-	30
chr2L	1162016	-	1
chr2L	1162019	-	1
chr2L	1162028	-	2
chr2L	1162062	-	9
chr2L	1162073	-	1
chr2L	1162077	+	2
chr2L	1162092	+	1
chr2L	1162098	-	6
chr2L	1162148	-	1
chr2L	1162149	-	1
chr2L	1162194	-	3
chr2L	1163848	-	2
chr2L	1163887	-	7
chr2L	1163888	-	96
chr2L	1163889	-	188
chr2L	1163890	-	3
chr2L	1163891	-	3
chr2L	1163916	-	1
chr2L	1163917	-	5
chr2L	1163930	-	3
chr2L	1163933	-	2
chr2L	1164449	+	2
chr2L	1164455	+	1
chr2L	1164458	+	1
chr2L	1164467	+	7
chr2L	1164855	+	1
chr2L	1164945	+	1
chr2L	1165008	+	6
chr2L	1165013	+	1
chr2L	1165488	-	1
chr2L	1165946	+	1
chr2L	1165971	+	2
chr2L	1166035	+	1
chr2L	1166486	+	7
chr2L	1166643	+	1
chr2L	1166756	+	1
chr2L	1167160	+	3
chr2L	1167260	-	3
chr2L	1167911	-	2
chr2L	1168068	-	1
chr2L	1168138	-	1
chr2L	1168755	-	4
chr2L	1168952	-	1
chr2L	1169342	-	1
chr2L	1169387	+	4
chr2L	1169652	-	1
chr2L	1169715	-	1
chr2L	1169756	+	1
chr2L	1169807	-	1
chr2L	1169860	-	3
chr2L	1169910	-	1
chr2L	1171547	-	1
chr2L	1171597	-	1
chr2L	1171620	-	1
chr2L	1172528	-	2
chr2L	1172791	-	1
chr2L	1172793	-	7
chr2L	1172794	-	17
chr2L	1172803	-	15
chr2L	1172807	-	1
chr2L	1173044	+	3
chr2L	1174046	+	3
chr2L	1174166	-	1
chr2L	1175129	-	2
chr2L	1175343	-	1
chr2L	1175492	-	1
chr2L	1175779	+	1
chr2L	1176663	-	1
chr2L	1176704	+	3
chr2L	1177089	+	1
chr2L	1177110	+	1
chr2L	1179268	+	3
chr2L	1179271	+	1
chr2L	1179945	-	3
chr2L	1180158	-	2
chr2L	1180531	-	1
chr2L	1181702	+	2
chr2L	1182557	-	1
chr2L	1182658	-	1
chr2L	1183476	-	3
chr2L	1183477	-	3
chr2L	1184062	+	34
chr2L	1184326	+	1
chr2L	1185072	+	1
chr2L	1186228	-	1
chr2L	1186697	+	1
chr2L	1191593	+	1
chr2L	1191768	+	1
chr2L	1191864	+	1
chr2L	1192424	+	1
chr2L	1193414	-	1
chr2L	1193592	-	2
chr2L	1193668	+	1
chr2L	1196272	+	1
chr2L	1196508	+	1
chr2L	1196573	+	3
chr2L	1196670	+	1
chr2L	1198488	-	1
chr2L	1199426	+	2
chr2L	1199895	-	1
chr2L	1200227	+	5
chr2L	1200405	+	1
chr2L	1200423	+	3
chr2L	1200712	-	1
chr2L	1200781	-	2
chr2L	1200814	+	3
chr2L	1203504	+	1
chr2L	1204209	+	10
chr2L	1204610	+	4
chr2L	1204775	+	1
chr2L	1205114	+	2
chr2L	1206602	+	1
chr2L	1207812	+	1
chr2L	1207902	+	2
chr2L	1208005	+	1
chr2L	1212075	+	2
chr2L	1212234	-	1
chr2L	1213703	-	1
chr2L	1215418	-	1
chr2L	1219177	+	3
chr2L	1219480	+	2
