fly.cluster	fly.chr	fly.start	fly.end	fly.strand	fly.nr_ctss	fly.dominant_ctss	fly.tpm	fly.tpm.dominant_ctss
360	chr2L	11486796	11486797	+	1	11486797	8.07552011196818	8.07552011196818
361	chr2L	11486878	11486899	+	2	11486879	2.32453558413257	1.16226779206629
362	chr2L	11742051	11742052	+	1	11742052	8.4585628685967	8.4585628685967
363	chr2L	12056565	12056569	+	2	12056569	4.25003805190202	3.08777025983574
364	chr2L	12093756	12093763	+	3	12093760	322.875158112052	223.627998267345
365	chr2L	12093823	12093824	+	1	12093824	5.00831368017223	5.00831368017223
366	chr2L	12094324	12094325	+	1	12094325	9.22445137207965	9.22445137207965
367	chr2L	12310963	12310964	+	1	12310964	9.60730269598138	9.60730269598138
368	chr2L	12397285	12397286	+	1	12397286	5.39203933188174	5.39203933188174
369	chr2L	12428316	12428317	+	1	12428317	6.92595847127459	6.92595847127459
370	chr2L	12680827	12680828	+	1	12680828	5.00831368017223	5.00831368017223
371	chr2L	12707873	12707874	+	1	12707874	12.6681743880866	12.6681743880866
372	chr2L	12726191	12726192	+	1	12726192	19.1637099220414	19.1637099220414
373	chr2L	12729145	12729146	+	1	12729146	14.9619117069052	14.9619117069052
374	chr2L	12738234	12738238	+	2	12738235	2.71025321151637	1.54798541945008
375	chr2L	12744560	12744564	+	2	12744561	6.17058147223852	5.00831368017223
376	chr2L	12974367	12974368	+	1	12974368	6.15918280477931	6.15918280477931
377	chr2L	12976231	12976232	+	1	12976232	75.8695009646109	75.8695009646109
378	chr2L	12976435	12976436	+	1	12976436	120.263198177655	120.263198177655
379	chr2L	12976723	12976731	+	2	12976731	5.40614863550683	3.08777025983574
380	chr2L	12977627	12977636	+	2	12977636	2.71025321151637	1.54798541945008
381	chr2L	12978264	12978265	+	1	12978265	9.22445137207965	9.22445137207965
382	chr2L	12978629	12978630	+	1	12978630	6.92595847127459	6.92595847127459
383	chr2L	13169377	13169378	+	1	13169378	5.39203933188174	5.39203933188174
384	chr2L	13169473	13169491	+	2	13169474	21.5091304594416	13.0505675908449
385	chr2L	13177177	13177181	+	2	13177178	5.78674274479974	4.62447495273345
386	chr2L	13179246	13179247	+	1	13179247	113.438217496319	113.438217496319
387	chr2L	13192978	13192979	+	1	13192979	5.77566002886195	5.77566002886195
388	chr2L	13196725	13196748	+	3	13196746	10.0239295224794	6.54261381066948
389	chr2L	13210683	13210687	+	2	13210687	8.47756118045041	6.15918280477931
390	chr2L	13224270	13224278	+	2	13224271	2.32453558413257	1.16226779206629
391	chr2L	13271620	13271621	+	1	13271621	5.00831368017223	5.00831368017223
392	chr2L	13296371	13296372	+	1	13296372	6.92595847127459	6.92595847127459
393	chr2L	13297978	13297979	+	1	13297979	26.7946735303018	26.7946735303018
394	chr2L	13366457	13366458	+	1	13366458	25.269238088717	25.269238088717
395	chr2L	13369185	13369202	+	3	13369186	24.6084793752476	9.60730269598138
396	chr2L	13736135	13736139	+	2	13736136	14.9910238029858	11.90325354315
397	chr2L	13736164	13736197	+	4	13736165	21.5520596747	9.99009540998002
398	chr2L	13736259	13736273	+	2	13736273	5.78674274479974	4.62447495273345
399	chr2L	13736378	13736388	+	3	13736382	12.7003486214964	9.99009540998002
400	chr2L	13736689	13736699	+	2	13736699	24.9530077273327	14.197493831883
401	chr2L	13736749	13736750	+	1	13736750	17.2542937442294	17.2542937442294
402	chr2L	13771123	13771124	+	1	13771124	5.77566002886195	5.77566002886195
403	chr2L	13773633	13773634	+	1	13773634	5.00831368017223	5.00831368017223
404	chr2L	13773743	13773771	+	3	13773771	13.0959643513074	7.30922160650763
405	chr2L	13780698	13780733	+	3	13780713	8.87832493978286	3.47217630427602
406	chr2L	13797162	13797172	+	2	13797163	2.32453558413257	1.16226779206629
407	chr2L	13798806	13798824	+	2	13798807	2.32453558413257	1.16226779206629
408	chr2L	14092992	14092993	+	1	14092993	5.77566002886195	5.77566002886195
409	chr2L	14355153	14355157	+	2	14355154	15.3632115318874	13.8152261124373
410	chr2L	14355183	14355187	+	2	14355187	6.55889204354551	4.24051366787441
411	chr2L	14364547	14364560	+	2	14364560	2.71025321151637	1.54798541945008
412	chr2L	14492518	14492519	+	1	14492519	6.15918280477931	6.15918280477931
413	chr2L	14493434	14493435	+	1	14493435	10.7555138954498	10.7555138954498
414	chr2L	14877907	14877910	+	2	14877910	4.25003805190202	3.08777025983574
415	chr2L	15005736	15005740	+	2	15005740	66.9243743112604	40.1297007809585
416	chr2L	15007817	15007837	+	2	15007837	117.254826815222	116.092559023156
417	chr2L	15042618	15042622	+	2	15042619	9.23778790403447	8.07552011196818
418	chr2L	15334527	15334528	+	1	15334528	5.39203933188174	5.39203933188174
419	chr2L	15752938	15752939	+	1	15752939	65.6122464650799	65.6122464650799
420	chr2L	15755781	15755782	+	1	15755782	6.92595847127459	6.92595847127459
421	chr2L	15765061	15765065	+	2	15765062	2.32453558413257	1.16226779206629
422	chr2L	16047083	16047084	+	1	16047084	5.00831368017223	5.00831368017223
423	chr2L	16047253	16047267	+	2	16047267	13.8304421801529	12.6681743880866
424	chr2L	16047389	16047390	+	1	16047390	7.69240752725689	7.69240752725689
425	chr2L	16048457	16048466	+	2	16048458	4.25170866803095	2.3183783756711
426	chr2L	16048656	16048657	+	1	16048657	6.92595847127459	6.92595847127459
427	chr2L	16166445	16166446	+	1	16166446	5.77566002886195	5.77566002886195
428	chr2L	16312799	16312815	+	2	16312800	6.94164397253208	5.00831368017223
429	chr2L	16327077	16327078	+	1	16327078	6.15918280477931	6.15918280477931
430	chr2L	16330287	16330288	+	1	16330288	29.8445614657546	29.8445614657546
431	chr2L	16352898	16352899	+	1	16352899	8.07552011196818	8.07552011196818
432	chr2L	16352948	16352949	+	1	16352949	5.00831368017223	5.00831368017223
433	chr2L	16681393	16681397	+	2	16681397	3.09559808442614	1.93333029235985
434	chr2L	16681453	16681454	+	1	16681454	14.197493831883	14.197493831883
435	chr2L	16685390	16685391	+	1	16685391	13.8152261124373	13.8152261124373
436	chr2L	16691894	16691895	+	1	16691895	7.30922160650763	7.30922160650763
437	chr2L	16696658	16696662	+	2	16696662	4.25003805190202	3.08777025983574
438	chr2L	16722406	16722410	+	2	16722407	16.5245929978362	12.6681743880866
439	chr2L	16722447	16722461	+	3	16722448	8.1081272777805	3.85641860974955
440	chr2L	16743440	16743456	+	2	16743456	6.17535612805551	3.47217630427602
441	chr2L	16743987	16744004	+	2	16743988	2.32453558413257	1.16226779206629
442	chr2L	16744173	16744194	+	2	16744174	2.32453558413257	1.16226779206629
443	chr2L	16745101	16745102	+	1	16745102	22.2172821914374	22.2172821914374
444	chr2L	16749775	16749776	+	1	16749776	18.0181528754949	18.0181528754949
445	chr2L	16770904	16770919	+	3	16770908	6.56667182126592	3.85641860974955
446	chr2L	16773014	16773015	+	1	16773015	5.00831368017223	5.00831368017223
447	chr2L	16782963	16782967	+	2	16782964	2.32453558413257	1.16226779206629
448	chr2L	16783502	16783507	+	2	16783503	4.6367567513422	2.3183783756711
449	chr2L	16783625	16783627	+	2	16783627	21.471271626348	20.3090038342817
450	chr2L	16784323	16784324	+	1	16784324	5.39203933188174	5.39203933188174
451	chr2L	16784671	16784690	+	3	16784687	11.9459783578498	7.30922160650763
452	chr2L	16784713	16784714	+	1	16784714	5.39203933188174	5.39203933188174
453	chr2L	16784736	16784740	+	2	16784737	2.32453558413257	1.16226779206629
454	chr2L	16784763	16784774	+	2	16784774	5.02155819945058	2.70317982377949
455	chr2L	16784806	16784807	+	1	16784807	7.30922160650763	7.30922160650763
456	chr2L	16784971	16784984	+	2	16784972	136.207925656959	135.045657864892
457	chr2L	16785016	16785022	+	2	16785017	22.6163173705292	21.4540495784629
458	chr2L	16785054	16785055	+	1	16785055	7.30922160650763	7.30922160650763
459	chr2L	16785147	16785164	+	2	16785164	7.71149350395172	5.00831368017223
460	chr2L	16785190	16785194	+	2	16785191	19.9546175720154	17.6362391963443
461	chr2L	16785220	16785224	+	2	16785224	15.3829627248433	9.60730269598138
462	chr2L	16785923	16785951	+	5	16785951	18.1130270513974	7.69240752725689
463	chr2L	16786013	16786029	+	2	16786014	40.9250659252977	38.6066875496266
464	chr2L	16786809	16786810	+	1	16786810	11.90325354315	11.90325354315
465	chr2L	16788066	16788067	+	1	16788067	8.4585628685967	8.4585628685967
466	chr2L	16788541	16788559	+	2	16788559	23.4185870569442	15.7261795296873
467	chr2L	16788647	16788648	+	1	16788648	5.39203933188174	5.39203933188174
468	chr2L	16801509	16801513	+	2	16801513	11.5428297477508	9.22445137207965
469	chr2L	16840270	16840274	+	2	16840274	6.9436934916539	4.24051366787441
470	chr2L	16840571	16840572	+	1	16840572	5.00831368017223	5.00831368017223
471	chr2L	16841697	16841718	+	2	16841698	2.32453558413257	1.16226779206629
472	chr2L	16916210	16916214	+	2	16916211	2.32453558413257	1.16226779206629
473	chr2L	17408555	17408571	+	2	17408571	3.48064616773738	2.3183783756711
474	chr2L	17411349	17411353	+	2	17411350	3.8666605847197	1.93333029235985
475	chr2L	17484498	17484499	+	1	17484499	13.8152261124373	13.8152261124373
476	chr2L	17591113	17591145	+	3	17591145	4.64291395980367	2.3183783756711
477	chr2L	17972871	17972875	+	2	17972872	9.63135910905534	6.15918280477931
478	chr2L	18528922	18528942	+	2	18528923	5.4027814599407	4.24051366787441
479	chr2L	18530438	18530442	+	2	18530439	2.32453558413257	1.16226779206629
480	chr2L	18592811	18592828	+	2	18592812	2.32453558413257	1.16226779206629
481	chr2L	18606861	18606862	+	1	18606862	57.6301566999885	57.6301566999885
482	chr2L	18607575	18607594	+	2	18607576	2.71025321151637	1.54798541945008
483	chr2L	18677186	18677190	+	2	18677190	10.0124014302871	7.30922160650763
484	chr2L	18678978	18678999	+	2	18678999	3.09559808442614	1.93333029235985
485	chr2L	18695734	18695760	+	3	18695740	6.94901053686603	4.62447495273345
486	chr2L	18708855	18708859	+	2	18708856	34.8664865438248	27.5572649373172
487	chr2L	18988294	18988295	+	1	18988295	8.07552011196818	8.07552011196818
488	chr2L	19039093	19039098	+	2	19039098	2.71025321151637	1.54798541945008
489	chr2L	19040321	19040322	+	1	19040322	5.00831368017223	5.00831368017223
490	chr2L	19041910	19041911	+	1	19041911	11.1381437082637	11.1381437082637
491	chr2L	19046894	19046895	+	1	19046895	6.54261381066948	6.54261381066948
492	chr2L	19051920	19051957	+	4	19051957	22.705357986661	9.22445137207965
493	chr2L	19058654	19058666	+	2	19058666	4.25170866803095	2.3183783756711
494	chr2L	19110152	19110153	+	1	19110153	26.4133467067751	26.4133467067751
495	chr2L	19133011	19133012	+	1	19133012	23.7434486294322	23.7434486294322
496	chr2L	19169093	19169106	+	2	19169094	3.09597083890017	1.54798541945008
497	chr2L	19169832	19169870	+	6	19169870	18.8919008756062	7.69240752725689
498	chr2L	19169945	19169952	+	2	19169952	3.48131571180993	1.93333029235985
499	chr2L	19170033	19170034	+	1	19170034	13.4329177540685	13.4329177540685
500	chr2L	19170065	19170066	+	1	19170066	5.00831368017223	5.00831368017223
501	chr2L	19170093	19170105	+	2	19170094	3.86636379512118	2.3183783756711
502	chr2L	19170128	19170133	+	2	19170129	4.25116524322957	2.70317982377949
503	chr2L	19170154	19170155	+	1	19170155	6.15918280477931	6.15918280477931
504	chr2L	19170211	19170212	+	1	19170212	26.4133467067751	26.4133467067751
505	chr2L	19170250	19170271	+	2	19170251	3.86544761584577	2.70317982377949
506	chr2L	19171245	19171246	+	1	19171246	5.00831368017223	5.00831368017223
507	chr2L	19173320	19173321	+	1	19173321	9.99009540998002	9.99009540998002
508	chr2L	19190645	19190662	+	2	19190662	2.71025321151637	1.54798541945008
509	chr2L	19206690	19206691	+	1	19206691	8.4585628685967	8.4585628685967
510	chr2L	19445227	19445231	+	2	19445228	5.02110055219558	3.08777025983574
511	chr2L	19496617	19496621	+	2	19496621	2.71025321151637	1.54798541945008
512	chr2L	19497629	19497650	+	2	19497630	3.09559808442614	1.93333029235985
513	chr2L	19523028	19523029	+	1	19523029	5.00831368017223	5.00831368017223
514	chr2L	19533447	19533448	+	1	19533448	20.6907126331071	20.6907126331071
515	chr2L	19533536	19533555	+	4	19533552	14.6562496905385	4.62447495273345
516	chr2L	19539627	19539633	+	2	19539633	4.63444409634231	3.47217630427602
517	chr2L	19542535	19542558	+	3	19542543	8.48895984790962	5.00831368017223
518	chr2L	19542591	19542595	+	2	19542595	2.71025321151637	1.54798541945008
519	chr2L	19542630	19542634	+	2	19542634	3.09559808442614	1.93333029235985
520	chr2L	19542822	19542826	+	2	19542823	4.25116524322957	2.70317982377949
521	chr2L	19543956	19543957	+	1	19543957	5.77566002886195	5.77566002886195
522	chr2L	19543997	19544029	+	3	19544011	4.25823863096646	1.54798541945008
523	chr2L	19544636	19544637	+	1	19544637	5.77566002886195	5.77566002886195
524	chr2L	19544762	19544768	+	2	19544763	3.8666605847197	1.93333029235985
525	chr2L	19553815	19553816	+	1	19553816	10.7555138954498	10.7555138954498
526	chr2L	19553849	19553850	+	1	19553850	6.54261381066948	6.54261381066948
527	chr2L	19554104	19554108	+	2	19554105	3.09597083890017	1.54798541945008
528	chr2L	19556388	19556389	+	1	19556389	6.15918280477931	6.15918280477931
529	chr2L	19577729	19577751	+	3	19577730	13.47141112179	9.99009540998002
530	chr2L	19578979	19578990	+	2	19578980	7.32669205584333	5.00831368017223
531	chr2L	19613330	19613331	+	1	19613331	6.54261381066948	6.54261381066948
532	chr2L	19959788	19959809	+	5	19959795	14.6660550951806	3.85641860974955
533	chr2L	19959908	19959909	+	1	19959909	5.39203933188174	5.39203933188174
534	chr2L	20062870	20062871	+	1	20062871	9.99009540998002	9.99009540998002
535	chr2L	20069041	20069042	+	1	20069042	6.92595847127459	6.92595847127459
536	chr2L	20073498	20073499	+	1	20073499	7.69240752725689	7.69240752725689
537	chr2L	20091595	20091596	+	1	20091596	5.77566002886195	5.77566002886195
538	chr2L	20422465	20422466	+	1	20422466	8.07552011196818	8.07552011196818
539	chr2L	20422978	20422979	+	1	20422979	6.92595847127459	6.92595847127459
540	chr2L	20568697	20568698	+	1	20568698	6.15918280477931	6.15918280477931
541	chr2L	20736548	20736549	+	1	20736549	5.00831368017223	5.00831368017223
542	chr2L	20737589	20737603	+	2	20737590	3.09597083890017	1.54798541945008
543	chr2L	20737922	20737923	+	1	20737923	5.00831368017223	5.00831368017223
544	chr2L	20738072	20738073	+	1	20738073	5.77566002886195	5.77566002886195
545	chr2L	20738205	20738209	+	2	20738206	2.71025321151637	1.54798541945008
546	chr2L	20767360	20767361	+	1	20767361	8.84153898526358	8.84153898526358
547	chr2L	20770734	20770735	+	1	20770735	5.00831368017223	5.00831368017223
548	chr2L	20787676	20787699	+	3	20787699	6.56841642757312	3.08777025983574
549	chr2L	20788573	20788574	+	1	20788574	8.07552011196818	8.07552011196818
550	chr2L	20825476	20825477	+	1	20825477	81.1859304201876	81.1859304201876
551	chr2L	20827708	20827709	+	1	20827709	6.92595847127459	6.92595847127459
552	chr2L	20860878	20860879	+	1	20860879	13.8152261124373	13.8152261124373
553	chr2L	20865202	20865203	+	1	20865203	5.00831368017223	5.00831368017223
554	chr2L	20891589	20891593	+	3	20891590	124.530211086807	119.125807057607
555	chr2L	21102694	21102699	+	2	21102699	4.63444409634231	3.47217630427602
556	chr2L	21156836	21156837	+	1	21156837	10.7555138954498	10.7555138954498
557	chr2L	21170376	21170377	+	1	21170377	26.7946735303018	26.7946735303018
558	chr2L	21170482	21170500	+	2	21170500	5.02110055219558	3.08777025983574
559	chr2L	21170684	21170698	+	2	21170685	2.71025321151637	1.54798541945008
560	chr2L	21170891	21170892	+	1	21170892	13.8152261124373	13.8152261124373
561	chr2L	21170966	21170982	+	2	21170967	3.09597083890017	1.54798541945008
562	chr2L	21171263	21171268	+	2	21171264	4.25116524322957	2.70317982377949
563	chr2L	21180499	21180510	+	2	21180510	4.63651011613933	2.70317982377949
564	chr2L	21182747	21182751	+	2	21182748	13.8304421801529	12.6681743880866
565	chr2L	21225126	21225127	+	1	21225127	5.00831368017223	5.00831368017223
566	chr2L	21281484	21281485	+	1	21281485	10.7555138954498	10.7555138954498
567	chr2L	21318940	21318941	+	1	21318941	5.77566002886195	5.77566002886195
568	chr2L	21319315	21319319	+	2	21319319	18.4486582785767	9.99009540998002
569	chr2L	21390115	21390116	+	1	21390116	5.77566002886195	5.77566002886195
570	chr2L	21390684	21390692	+	2	21390685	8.47980959171748	5.39203933188174
571	chr2L	21576719	21576738	+	2	21576720	7.7089903212218	5.77566002886195
572	chr2L	21576861	21576862	+	1	21576862	7.30922160650763	7.30922160650763
573	chr2L	21576950	21576951	+	1	21576951	5.39203933188174	5.39203933188174
574	chr2L	21576996	21576997	+	1	21576997	5.00831368017223	5.00831368017223
575	chr2L	21728127	21728141	+	2	21728128	8.09059923011957	6.54261381066948
576	chr2L	21829223	21829224	+	1	21829224	5.00831368017223	5.00831368017223
577	chr2L	21834002	21834021	+	2	21834003	6.94418886958529	3.85641860974955
578	chr2L	21834441	21834454	+	2	21834442	2.32453558413257	1.16226779206629
579	chr2L	21834805	21834809	+	2	21834809	6.55959843352904	3.85641860974955
580	chr2L	22146375	22146376	+	1	22146376	8.07552011196818	8.07552011196818
581	chr2L	22146555	22146575	+	2	22146575	5.0201617237261	3.47217630427602
582	chr2L	22146895	22146899	+	2	22146899	7.70488160273577	6.54261381066948
583	chr2L	22180604	22180605	+	1	22180605	8.07552011196818	8.07552011196818
584	chr2L	22258658	22258662	+	3	22258662	495.603261482251	460.404770195218
585	chr2L	22365444	22365448	+	2	22365448	23.0090910087782	20.6907126331071
586	chr2L	22365672	22365689	+	2	22365673	2.71025321151637	1.54798541945008
587	chr2L	22444186	22444206	+	2	22444206	12.6966276763557	9.22445137207965
588	chr2L	22472648	22472658	+	3	22472652	6.18449553558942	2.70317982377949
589	chr2L	22477198	22477199	+	1	22477199	5.39203933188174	5.39203933188174
590	chr2L	22743617	22743618	+	1	22743618	5.77566002886195	5.77566002886195
591	chr2L	22817573	22817577	+	2	22817577	3.48064616773738	2.3183783756711
592	chr2L	22874906	22874907	+	1	22874907	11.90325354315	11.90325354315
593	chr2L	11206	11209	-	3	11209	7.33706477748694	3.85641860974955
594	chr2L	59247	59249	-	2	59248	2.32453558413257	1.16226779206629
595	chr2L	122921	122922	-	1	122922	18.0181528754949	18.0181528754949
596	chr2L	128928	128948	-	2	128929	3.09597083890017	1.54798541945008
597	chr2L	211014	211017	-	2	211015	3.86636379512118	2.3183783756711
598	chr2L	211825	211831	-	2	211826	6.94435260855204	3.47217630427602
599	chr2L	212056	212076	-	4	212058	5.80585129594251	1.93333029235985
600	chr2L	212155	212158	-	2	212156	3.48064616773738	2.3183783756711
601	chr2L	212241	212253	-	3	212242	8.86714939480206	6.54261381066948
602	chr2L	212389	212390	-	1	212390	7.30922160650763	7.30922160650763
603	chr2L	212479	212497	-	2	212497	2.71025321151637	1.54798541945008
604	chr2L	212651	212661	-	2	212661	2.71025321151637	1.54798541945008
605	chr2L	212792	212815	-	3	212793	8.87451300463548	4.62447495273345
606	chr2L	212866	212877	-	4	212874	14.6490704723211	6.54261381066948
607	chr2L	212902	212904	-	2	212903	5.40440402919964	3.85641860974955
608	chr2L	227991	227992	-	1	227992	9.22445137207965	9.22445137207965
609	chr2L	238111	238122	-	2	238122	3.09559808442614	1.93333029235985
610	chr2L	238144	238159	-	2	238145	5.0201617237261	3.47217630427602
611	chr2L	271729	271731	-	2	271730	17.662442273662	15.3440638979909
612	chr2L	275588	275591	-	2	275591	2.71025321151637	1.54798541945008
613	chr2L	285726	285729	-	3	285728	198.457635812064	104.335770408083
614	chr2L	408086	408090	-	3	408090	7.33947892786668	3.08777025983574
615	chr2L	409890	409893	-	2	409891	3.48064616773738	2.3183783756711
616	chr2L	419368	419370	-	2	419369	3.09559808442614	1.93333029235985
617	chr2L	419452	419458	-	2	419453	3.09597083890017	1.54798541945008
618	chr2L	419589	419590	-	1	419590	14.5797220151729	14.5797220151729
